,CreditScore,Geography,NumOfProducts,IsActiveMember,vader_lexicon_score,age_category
8197,617,0,1,1,0,4
8198,668,2,1,0,0,2
8199,810,0,2,1,0,1
8200,767,2,1,0,0,3
8201,718,2,1,1,0,3
8202,589,2,2,0,0,1
8203,778,2,2,1,0,2
8204,724,0,1,0,0,2
8205,477,1,1,0,0,2
8206,580,0,2,1,0,2
8207,566,2,2,1,0,4
8208,711,0,2,0,0,1
8209,706,1,2,1,0,1
8210,703,2,2,1,0,1
8211,679,1,2,1,0,2
8212,603,0,1,0,0,1
8213,598,2,1,1,0,2
8214,836,1,2,0,0,1
8215,687,0,1,0,0,4
8216,704,1,2,1,0,3
8217,605,1,1,1,0,4
8218,516,0,2,1,0,2
8219,572,0,2,1,0,2
8220,557,0,1,0,0,3
8221,443,1,1,0,0,4
8222,604,1,1,1,0,1
8223,483,0,1,1,0,1
8224,702,0,2,0,0,3
8225,670,2,2,0,0,4
8226,804,2,1,0,0,2
8227,850,0,2,0,0,1
8228,554,0,1,0,0,2
8229,588,1,2,0,0,2
8230,758,1,2,1,0,1
8231,787,1,1,0,0,3
8232,582,2,2,0,0,1
8233,633,2,1,1,0,2
8234,766,1,1,0,0,3
8235,564,2,1,1,0,2
8236,602,2,2,1,0,2
8237,649,0,1,1,0,2
8238,679,2,2,1,0,2
8239,639,2,2,0,0,2
8240,790,1,1,1,0,3
8241,565,0,2,0,0,1
8242,478,0,1,1,0,3
8243,825,0,2,1,0,1
8244,528,2,1,1,0,1
8245,577,2,1,1,0,2
8246,663,0,2,1,0,1
8247,505,1,2,1,0,1
8248,633,1,1,0,0,1
8249,586,0,2,1,0,2
8250,850,0,2,0,0,2
8251,629,1,2,0,0,2
8252,744,0,2,1,0,4
8253,750,0,3,1,0,2
8254,637,1,1,1,0,1
8255,575,0,1,0,0,2
8256,671,2,1,1,0,4
8257,571,0,2,0,0,2
8258,590,0,1,0,0,3
8259,619,2,1,0,0,2
8260,640,1,1,1,0,1
8261,670,0,2,1,0,2
8262,737,0,2,0,0,2
8263,555,2,2,1,0,1
8264,742,0,2,0,0,2
8265,618,1,1,0,0,2
8266,560,0,2,0,0,2
8267,654,0,2,0,0,2
8268,787,1,2,1,0,3
8269,611,0,2,1,0,4
8270,559,2,1,0,0,2
8271,481,0,2,1,0,2
8272,753,1,1,0,0,1
8273,675,0,3,0,0,1
8274,748,1,1,0,0,1
8275,610,2,1,0,0,3
8276,580,2,2,1,0,1
8277,624,1,2,0,0,2
8278,709,0,2,1,0,2
8279,605,0,1,0,0,2
8280,706,2,2,1,0,4
8281,567,2,1,1,0,2
8282,747,0,2,0,0,1
8283,664,0,2,1,0,4
8284,711,0,1,0,0,2
8285,609,0,1,1,0,1
8286,632,2,1,0,0,1
8287,725,0,1,1,0,2
8288,850,0,2,0,0,2
8289,682,0,1,1,0,2
8290,797,0,1,0,0,2
8291,668,2,1,1,0,2
8292,783,1,1,0,0,3
8293,766,1,1,1,0,1
8294,704,2,2,0,0,2
8295,722,0,2,1,0,2
8296,692,0,2,0,0,2
8297,584,0,2,0,0,2
8298,644,1,1,0,0,4
8299,598,1,3,1,0,3
8300,733,1,1,1,0,3
8301,615,1,1,1,0,4
8302,850,0,2,0,0,2
8303,521,0,1,1,0,3
8304,675,0,2,0,0,4
8305,746,0,3,1,0,4
8306,770,0,1,0,0,2
8307,618,0,1,1,0,1
8308,556,0,2,1,0,2
8309,749,0,2,0,0,1
8310,702,2,1,0,0,3
8311,555,1,1,1,0,3
8312,587,0,1,0,0,3
8313,639,0,1,0,0,2
8314,643,0,2,1,0,2
8315,600,0,2,1,0,3
8316,651,0,2,1,0,4
8317,666,0,2,0,0,1
8318,520,0,1,0,0,2
8319,650,2,1,0,0,3
8320,564,1,1,0,0,2
8321,586,0,2,1,0,4
8322,617,0,2,1,0,2
8323,712,2,2,0,0,1
8324,654,0,1,1,0,4
8325,605,0,2,0,0,1
8326,491,0,1,1,0,2
8327,707,0,2,1,0,2
8328,638,2,1,0,0,2
8329,683,0,2,0,0,3
8330,815,2,1,0,0,2
8331,645,2,1,1,0,2
8332,645,1,1,1,0,3
8333,683,0,1,1,0,1
8334,705,0,2,1,0,2
8335,647,0,1,0,0,2
8336,786,1,1,0,0,2
8337,534,0,2,0,0,3
8338,602,2,1,1,0,3
8339,695,0,2,1,0,3
8340,553,1,2,0,0,1
8341,516,2,2,0,0,1
8342,655,0,2,0,0,2
8343,849,1,1,0,0,3
8344,520,1,3,1,0,3
8345,568,2,2,1,0,3
8346,695,2,3,1,0,1
8347,807,2,3,0,0,1
8348,642,1,3,1,0,2
8349,703,1,1,1,0,2
8350,556,0,1,0,0,2
8351,585,0,2,1,0,1
8352,587,1,2,0,0,3
8353,524,2,1,1,0,1
8354,556,1,2,0,0,1
8355,504,2,1,1,0,3
8356,731,2,2,0,0,1
8357,651,0,2,1,0,2
8358,675,2,1,0,0,2
8359,657,2,3,1,0,1
8360,686,1,2,1,0,2
8361,690,0,2,0,0,2
8362,567,0,2,1,0,2
8363,557,1,1,0,0,4
8364,446,2,1,1,0,3
8365,850,0,2,0,0,1
8366,637,0,2,1,0,3
8367,499,0,2,1,0,4
8368,622,1,1,0,0,2
8369,684,1,2,1,0,2
8370,612,0,1,0,0,1
8371,813,1,1,0,0,1
8372,850,1,2,0,0,3
8373,795,2,2,0,0,1
8374,628,2,3,0,0,4
8375,565,1,2,1,0,2
8376,601,0,1,0,0,2
8377,802,2,2,1,0,2
8378,614,1,2,1,0,2
8379,434,2,1,1,0,4
8380,522,1,2,1,0,1
8381,550,1,2,0,0,2
8382,599,2,2,1,0,1
8383,493,0,2,0,0,2
8384,755,0,2,1,0,2
8385,605,0,2,1,0,4
8386,708,0,1,0,0,3
8387,699,0,1,0,0,3
8388,763,0,1,0,0,4
8389,743,2,2,0,0,1
8390,660,0,2,1,0,3
8391,619,1,1,1,0,2
8392,739,1,1,0,0,1
8393,769,1,1,0,0,4
8394,692,0,1,1,0,4
8395,560,0,1,0,0,1
8396,607,0,3,0,0,3
8397,630,1,1,1,0,1
8398,767,1,2,0,0,3
8399,543,0,2,1,0,2
8400,776,0,2,0,0,2
8401,535,2,2,1,0,4
8402,549,1,1,0,0,2
8403,844,0,2,1,0,1
8404,586,1,2,1,0,3
8405,583,0,2,0,0,2
8406,701,2,1,1,0,1
8407,726,0,1,0,0,1
8408,829,1,2,0,0,2
8409,749,2,1,1,0,2
8410,743,0,1,0,0,3
8411,619,2,2,1,0,4
8412,699,0,1,0,0,1
8413,749,2,2,0,0,2
8414,600,1,2,1,0,1
8415,760,2,1,1,0,2
8416,528,1,1,1,0,1
8417,630,0,2,0,0,1
8418,683,1,2,0,0,2
8419,677,1,1,1,0,1
8420,669,2,1,1,0,1
8421,693,0,1,0,0,3
8422,612,2,1,0,0,4
8423,719,2,1,0,0,3
8424,702,0,1,1,0,1
8425,755,0,1,1,0,1
8426,514,0,2,0,0,1
8427,753,0,2,0,0,2
8428,548,1,2,1,0,2
8429,850,1,2,1,0,1
8430,612,0,1,1,0,2
8431,628,1,1,1,0,2
8432,479,0,1,1,0,3
8433,724,0,1,1,0,3
8434,512,1,1,1,0,3
8435,638,0,1,1,0,3
8436,834,2,2,0,0,2
8437,781,0,2,0,0,1
8438,707,1,1,1,0,3
8439,670,0,1,1,0,1
8440,663,2,1,1,0,2
8441,624,0,2,0,0,1
8442,598,0,2,0,0,2
8443,619,1,1,1,0,1
8444,792,0,2,1,0,4
8445,683,0,2,0,0,1
8446,691,0,2,0,0,2
8447,765,2,1,1,0,2
8448,508,0,2,1,0,3
8449,637,0,1,1,0,2
8450,667,1,2,1,0,3
8451,575,2,1,1,0,1
8452,744,2,3,1,0,3
8453,567,0,1,0,0,3
8454,502,0,2,1,0,2
8455,609,0,2,1,0,4
8456,715,0,1,0,0,2
8457,541,0,2,0,0,1
8458,850,0,2,1,0,4
8459,595,2,2,1,0,1
8460,650,1,3,1,0,1
8461,625,0,1,0,0,3
8462,817,0,1,1,0,4
8463,526,2,1,0,0,3
8464,850,0,2,1,0,2
8465,598,0,1,0,0,2
8466,613,0,1,0,0,2
8467,709,2,2,1,0,4
8468,678,2,2,0,0,1
8469,720,0,2,1,0,4
8470,662,0,2,1,0,1
8471,525,0,3,0,0,4
8472,662,0,2,1,0,1
8473,770,0,2,1,0,2
8474,721,2,1,1,0,2
8475,633,1,2,0,0,4
8476,701,0,2,0,0,4
8477,556,1,2,1,0,3
8478,639,0,2,1,0,4
8479,632,0,2,0,0,3
8480,456,0,1,1,0,1
8481,729,2,2,0,0,2
8482,632,0,2,0,0,2
8483,433,2,1,0,0,2
8484,802,0,1,0,0,4
8485,670,0,2,1,0,1
8486,738,1,2,1,0,2
8487,706,1,2,1,0,2
8488,592,1,2,0,0,4
8489,522,0,2,1,0,3
8490,746,0,1,0,0,3
8491,651,2,2,0,0,3
8492,494,0,2,1,0,1
8493,753,1,3,0,0,3
8494,671,1,1,0,0,2
8495,696,0,1,0,0,3
8496,577,2,2,1,0,3
8497,587,0,2,1,0,2
8498,712,1,2,0,0,2
8499,498,1,2,1,0,2
8500,660,0,1,0,0,2
8501,678,2,2,0,0,1
8502,530,0,2,1,0,2
8503,559,0,2,1,0,3
8504,624,0,1,0,0,3
8505,592,0,1,0,0,1
8506,767,0,2,1,0,3
8507,653,1,2,1,0,2
8508,678,2,2,1,0,1
8509,586,2,1,0,0,3
8510,550,0,1,0,0,2
8511,643,1,2,0,0,1
8512,612,2,1,1,0,2
8513,674,1,1,1,0,1
8514,657,2,1,0,0,1
8515,724,1,2,1,0,2
8516,500,0,2,0,0,2
8517,688,0,2,1,0,1
8518,599,0,1,0,0,3
8519,631,0,2,1,0,1
8520,634,2,2,1,0,4
8521,545,0,1,0,0,2
8522,644,2,2,0,0,1
8523,690,1,1,1,0,4
8524,711,0,2,1,0,2
8525,712,0,1,1,0,1
8526,627,0,1,1,0,1
8527,694,2,1,1,0,2
8528,534,2,2,0,0,2
8529,603,0,1,0,0,3
8530,808,0,1,0,0,2
8531,723,2,3,0,0,1
8532,585,0,2,0,0,2
8533,706,0,2,1,0,2
8534,671,0,2,1,0,1
8535,597,2,1,1,0,3
8536,646,0,1,0,0,3
8537,801,2,2,1,0,3
8538,731,2,2,0,0,2
8539,620,1,1,1,0,1
8540,484,1,2,0,0,2
8541,647,2,2,1,0,3
8542,688,1,2,1,0,2
8543,680,1,2,1,0,1
8544,689,0,2,1,0,3
8545,513,1,1,0,0,2
8546,553,1,2,0,0,2
8547,689,1,2,0,0,3
8548,517,2,1,0,0,3
8549,731,0,2,1,0,2
8550,687,1,1,0,0,3
8551,507,2,2,0,0,1
8552,468,0,1,1,0,1
8553,682,2,1,0,0,4
8554,603,0,1,1,0,1
8555,522,1,1,1,0,1
8556,629,2,1,0,0,3
8557,729,0,1,1,0,1
8558,574,0,1,0,0,2
8559,677,1,2,1,0,2
8560,627,1,1,1,0,1
8561,788,2,1,1,0,2
8562,697,0,1,0,0,4
8563,578,0,1,0,0,3
8564,519,0,1,0,0,3
8565,632,0,1,0,0,2
8566,679,0,1,0,0,2
8567,699,0,1,1,0,1
8568,615,0,2,1,0,4
8569,622,2,2,1,0,2
8570,755,0,1,1,0,1
8571,767,0,1,0,0,3
8572,752,1,2,0,0,2
8573,633,0,1,1,0,1
8574,717,0,2,1,0,4
8575,585,2,2,0,0,3
8576,751,0,2,0,0,2
8577,754,1,1,1,0,4
8578,495,0,1,0,0,3
8579,650,0,1,1,0,2
8580,529,0,1,0,0,1
8581,585,0,2,0,0,3
8582,668,2,1,1,0,1
8583,591,0,1,1,0,2
8584,731,0,2,1,0,1
8585,754,0,1,0,0,3
8586,650,1,2,0,0,3
8587,588,1,2,1,0,3
8588,712,2,1,0,0,1
8589,691,0,2,1,0,2
8590,771,0,4,1,0,3
8591,678,2,1,1,0,2
8592,719,2,2,0,0,2
8593,610,1,1,1,0,2
8594,722,2,2,0,0,2
8595,758,1,1,0,0,1
8596,709,0,2,0,0,1
8597,634,1,2,1,0,4
8598,678,2,2,1,0,3
8599,633,0,2,1,0,2
8600,710,0,1,0,0,3
8601,640,1,1,0,0,3
8602,656,0,2,1,0,4
8603,551,0,1,0,0,4
8604,786,2,2,0,0,2
8605,561,0,2,1,0,3
8606,807,2,2,1,0,3
8607,602,1,2,0,0,2
8608,727,1,2,0,0,1
8609,678,0,2,1,0,2
8610,730,0,2,0,0,1
8611,596,2,2,0,0,1
8612,686,1,2,1,0,2
8613,684,1,1,0,0,1
8614,797,1,1,0,0,1
8615,658,0,1,1,0,2
8616,653,2,2,1,0,1
8617,641,0,2,0,0,2
8618,656,2,2,1,0,3
8619,750,2,2,1,0,2
8620,768,0,2,1,0,2
8621,568,0,2,0,0,2
8622,706,1,2,0,0,2
8623,430,1,1,0,0,2
8624,745,1,1,0,0,2
8625,747,0,1,1,0,3
8626,657,1,1,1,0,2
8627,639,0,2,0,0,3
8628,704,0,2,1,0,3
8629,651,2,2,0,0,1
8630,706,1,2,0,0,3
8631,632,1,2,1,0,1
8632,751,0,2,1,0,3
8633,767,0,2,0,0,2
8634,741,0,1,1,0,2
8635,651,1,1,0,0,1
8636,601,0,1,1,0,3
8637,520,0,2,1,0,2
8638,626,1,2,1,0,1
8639,811,0,2,1,0,1
8640,730,0,1,0,0,1
8641,604,1,1,1,0,3
8642,499,1,2,0,0,3
8643,754,2,1,1,0,2
8644,716,2,2,0,0,1
8645,636,0,1,0,0,1
8646,470,0,2,1,0,1
8647,444,0,2,1,0,3
8648,809,2,1,0,0,3
8649,850,1,2,1,0,1
8650,637,0,2,0,0,1
8651,512,0,2,1,0,3
8652,774,2,1,0,0,3
8653,641,0,2,1,0,4
8654,586,1,2,0,0,3
8655,611,0,2,1,0,1
8656,660,2,1,1,0,1
8657,532,0,2,0,0,3
8658,557,1,1,0,0,2
8659,730,2,1,1,0,1
8660,535,0,2,1,0,1
8661,773,1,1,1,0,2
8662,510,1,1,0,0,3
8663,539,0,1,1,0,2
8664,690,2,2,1,0,3
8665,821,0,2,0,0,2
8666,687,1,2,1,0,2
8667,557,0,2,1,0,3
8668,532,2,2,1,0,2
8669,540,2,2,0,0,2
8670,705,0,2,1,0,4
8671,542,1,2,0,0,2
8672,706,0,2,0,0,2
8673,765,0,1,0,0,4
8674,529,0,2,1,0,4
8675,714,0,1,0,0,4
8676,582,0,1,0,0,3
8677,609,1,2,0,0,2
8678,518,0,1,0,0,1
8679,791,1,1,1,0,2
8680,747,0,1,0,0,3
8681,565,0,2,1,0,2
8682,735,0,1,0,0,2
8683,697,0,4,1,0,3
8684,813,1,1,0,0,1
8685,772,0,2,1,0,3
8686,606,0,2,1,0,4
8687,667,1,2,0,0,3
8688,637,1,1,1,0,2
8689,542,0,1,1,0,4
8690,762,2,1,1,0,3
8691,698,0,2,1,0,2
8692,850,0,2,1,0,1
8693,621,0,2,0,0,3
8694,671,1,2,0,0,3
8695,775,0,2,0,0,1
8696,504,2,1,1,0,2
8697,751,2,2,0,0,2
8698,691,1,2,0,0,1
8699,841,1,1,0,0,1
8700,709,1,2,0,0,1
8701,673,0,1,1,0,2
8702,541,0,1,1,0,2
8703,661,0,2,0,0,1
8704,784,2,2,0,0,3
8705,742,0,1,1,0,2
8706,850,2,1,0,0,4
8707,443,0,1,0,0,2
8708,778,1,2,0,0,3
8709,529,0,2,0,0,2
8710,678,1,1,1,0,2
8711,516,2,1,0,0,4
8712,469,2,2,0,0,2
8713,786,2,2,0,0,2
8714,703,0,1,0,0,3
8715,579,1,1,1,0,3
8716,565,0,2,1,0,2
8717,443,0,1,0,0,3
8718,589,0,2,0,0,2
8719,691,0,2,1,0,3
8720,711,0,2,0,0,1
8721,775,2,1,1,0,1
8722,621,0,1,0,0,2
8723,350,0,1,1,0,4
8724,668,2,2,0,0,1
8725,633,2,2,0,0,1
8726,697,1,1,0,0,3
8727,734,1,1,1,0,1
8728,434,0,1,1,0,3
8729,646,1,2,1,0,3
8730,764,0,2,1,0,1
8731,727,2,2,1,0,3
8732,724,0,2,1,0,1
8733,749,2,1,0,0,3
8734,706,1,1,0,0,3
8735,728,0,1,1,0,1
8736,636,0,2,0,0,3
8737,634,0,1,1,0,2
8738,627,0,1,1,0,3
8739,518,0,1,1,0,4
8740,687,2,1,1,0,1
8741,622,2,2,1,0,1
8742,693,2,2,1,0,3
8743,450,2,2,1,0,1
8744,664,1,2,0,0,3
8745,663,2,2,0,0,1
8746,660,0,2,1,0,2
8747,579,0,2,1,0,1
8748,655,1,1,0,0,3
8749,683,0,2,0,0,3
8750,655,0,1,1,0,1
8751,575,2,2,0,0,1
8752,574,2,1,0,0,1
8753,795,0,1,1,0,1
8754,776,0,2,1,0,3
8755,707,2,1,0,0,4
8756,705,1,1,1,0,2
8757,678,1,2,1,0,3
8758,663,0,1,1,0,2
8759,748,0,1,1,0,4
8760,677,2,1,1,0,2
8761,634,2,2,0,0,4
8762,350,0,1,0,0,4
8763,727,0,2,1,0,4
8764,773,1,2,1,0,4
8765,675,0,2,0,0,2
8766,649,2,1,0,0,2
8767,552,0,2,0,0,1
8768,761,1,1,0,0,4
8769,622,0,1,0,0,1
8770,615,0,2,1,0,4
8771,681,1,2,0,0,1
8772,768,0,2,1,0,1
8773,617,2,2,0,0,2
8774,452,0,2,0,0,2
8775,807,1,2,1,0,2
8776,567,2,2,0,0,3
8777,603,2,2,0,0,1
8778,617,2,1,0,0,2
8779,701,0,1,1,0,2
8780,820,1,1,0,0,2
8781,438,0,1,1,0,4
8782,600,2,2,1,0,1
8783,782,0,1,0,0,2
8784,638,1,1,0,0,3
8785,850,1,2,1,0,1
8786,741,1,2,0,0,1
8787,689,2,1,1,0,4
8788,743,1,1,0,0,2
8789,493,0,2,1,0,2
8790,416,2,1,0,0,2
8791,725,0,2,1,0,1
8792,497,0,2,1,0,2
8793,537,1,2,1,0,4
8794,706,2,1,1,0,1
8795,651,2,3,0,0,2
8796,720,0,2,1,0,2
8797,797,0,1,0,0,3
8798,543,2,2,0,0,1
8799,454,0,2,0,0,2
8800,691,0,1,1,0,2
8801,510,0,1,1,0,4
8802,792,2,1,0,0,2
8803,721,0,1,1,0,3
8804,765,0,2,1,0,3
8805,850,2,2,1,0,2
8806,681,1,2,1,0,2
8807,586,0,2,1,0,4
8808,753,0,1,1,0,2
8809,593,1,2,1,0,2
8810,674,0,2,1,0,1
8811,610,0,1,1,0,2
8812,652,0,2,1,0,1
8813,850,1,1,0,0,1
8814,740,0,2,1,0,4
8815,637,1,2,1,0,3
8816,685,2,2,1,0,1
8817,558,2,1,0,0,2
8818,677,0,2,1,0,2
8819,592,1,1,1,0,2
8820,652,1,1,0,0,2
8821,662,2,1,0,0,3
8822,543,0,2,1,0,4
8823,675,2,1,1,0,3
8824,643,2,2,1,0,2
8825,611,1,2,1,0,3
8826,412,0,2,0,0,1
8827,638,2,2,0,0,3
8828,824,2,2,0,0,2
8829,683,0,2,0,0,2
8830,562,1,1,0,0,2
8831,599,0,1,0,0,3
8832,753,0,2,1,0,2
8833,594,0,1,1,0,3
8834,657,0,1,0,0,2
8835,716,2,1,1,0,2
8836,850,0,2,1,0,3
8837,664,0,1,1,0,3
8838,558,0,1,1,0,2
8839,606,1,2,1,0,2
8840,776,2,2,1,0,2
8841,557,2,1,0,0,2
8842,614,0,2,0,0,1
8843,620,2,1,1,0,3
8844,695,2,2,0,0,2
8845,729,1,1,1,0,2
8846,571,0,2,0,0,4
8847,457,0,2,0,0,2
8848,559,0,1,0,0,1
8849,664,0,2,0,0,2
8850,500,2,4,1,0,3
8851,782,1,1,0,0,3
8852,708,2,1,0,0,2
8853,681,0,1,1,0,3
8854,674,2,2,1,0,2
8855,697,2,1,0,0,3
8856,774,0,2,1,0,1
8857,624,0,2,0,0,2
8858,747,2,2,1,0,2
8859,715,0,2,0,0,1
8860,808,0,1,0,0,1
8861,678,0,1,0,0,3
8862,813,1,1,0,0,4
8863,687,2,2,1,0,2
8864,832,0,2,0,0,1
8865,668,0,2,1,0,4
8866,526,1,1,1,0,2
8867,457,0,1,1,0,2
8868,649,2,1,0,0,2
8869,669,0,2,0,0,3
8870,668,0,1,1,0,3
8871,466,0,1,0,0,1
8872,685,0,2,1,0,1
8873,610,0,1,0,0,2
8874,582,1,2,1,0,3
8875,702,1,2,0,0,2
8876,556,2,1,1,0,3
8877,812,2,1,0,0,1
8878,645,1,1,0,0,3
8879,809,0,2,1,0,3
8880,560,0,1,1,0,3
8881,744,0,1,1,0,1
8882,731,2,2,0,0,2
8883,471,2,2,1,0,1
8884,686,1,3,0,0,2
8885,668,2,2,1,0,3
8886,575,0,1,1,0,2
8887,435,1,1,1,0,2
8888,743,0,1,0,0,1
8889,580,0,1,0,0,2
8890,599,1,2,1,0,3
8891,534,2,1,1,0,2
8892,680,0,1,1,0,1
8893,631,2,2,1,0,3
8894,485,0,1,1,0,2
8895,699,0,1,0,0,2
8896,712,0,2,1,0,2
8897,603,0,1,0,0,4
8898,850,0,1,0,0,2
8899,584,0,2,1,0,3
8900,604,0,2,1,0,4
8901,586,0,1,1,0,4
8902,467,2,2,1,0,2
8903,520,0,1,1,0,2
8904,683,2,1,1,0,2
8905,557,0,1,1,0,2
8906,613,2,2,1,0,1
8907,786,0,1,0,0,2
8908,593,2,1,0,0,1
8909,670,2,2,0,0,1
8910,657,1,1,0,0,3
8911,718,1,2,1,0,1
8912,623,0,2,1,0,1
8913,496,0,2,0,0,1
8914,429,0,1,0,0,2
8915,606,0,1,1,0,2
8916,499,0,2,0,0,3
8917,642,0,2,1,0,4
8918,641,0,1,0,0,4
8919,673,0,1,0,0,1
8920,570,0,2,0,0,2
8921,472,0,2,1,0,2
8922,550,1,2,0,0,2
8923,625,1,4,0,0,4
8924,516,0,2,1,0,3
8925,682,1,2,1,0,1
8926,620,0,2,1,0,1
8927,626,0,2,1,0,2
8928,623,0,2,0,0,1
8929,569,0,1,0,0,2
8930,724,0,1,1,0,4
8931,678,0,1,1,0,4
8932,713,2,2,0,0,1
8933,631,0,2,1,0,1
8934,846,0,1,1,0,2
8935,660,0,1,1,0,3
8936,567,0,1,0,0,4
8937,731,0,1,1,0,1
8938,693,2,1,1,0,3
8939,772,0,2,0,0,2
8940,657,0,2,0,0,2
8941,774,1,2,1,0,2
8942,667,0,2,1,0,2
8943,516,0,1,0,0,2
8944,551,2,2,1,0,3
8945,542,2,1,1,0,2
8946,623,0,1,0,0,1
8947,701,0,1,1,0,3
8948,583,0,1,0,0,3
8949,731,2,2,0,0,3
8950,461,0,1,1,0,2
8951,702,1,1,0,0,1
8952,565,1,1,0,0,3
8953,711,2,3,1,0,3
8954,664,0,1,1,0,4
8955,518,2,1,0,0,3
8956,728,2,2,1,0,3
8957,585,1,1,1,0,2
8958,573,0,2,1,0,4
8959,568,1,2,0,0,1
8960,602,1,1,0,0,1
8961,603,0,1,0,0,3
8962,687,0,1,1,0,2
8963,741,0,2,0,0,4
8964,469,2,1,1,0,2
8965,477,1,1,1,0,4
8966,737,1,1,0,0,3
8967,835,0,2,1,0,1
8968,717,1,1,1,0,2
8969,562,0,2,0,0,4
8970,758,2,2,1,0,4
8971,408,0,2,0,0,2
8972,650,2,1,1,0,1
8973,582,1,1,1,0,2
8974,706,2,2,0,0,3
8975,567,1,1,1,0,3
8976,720,0,2,0,0,1
8977,631,2,2,0,0,1
8978,623,2,1,0,0,3
8979,514,0,1,0,0,2
8980,650,1,2,1,0,2
8981,673,2,2,0,0,2
8982,504,0,1,0,0,1
8983,723,1,2,0,0,2
8984,645,0,1,0,0,1
8985,664,2,1,1,0,3
8986,760,2,1,1,0,3
8987,766,2,1,1,0,2
8988,634,0,2,0,0,2
8989,640,1,1,0,0,1
8990,784,1,2,1,0,1
8991,547,1,1,0,0,3
8992,608,1,1,0,0,2
8993,547,0,1,1,0,2
8994,612,0,2,1,0,3
8995,573,2,2,0,0,1
8996,615,2,1,1,0,1
8997,710,0,2,0,0,2
8998,674,1,1,0,0,2
8999,702,2,2,1,0,2
9000,616,0,1,0,0,2
9001,688,2,1,1,0,1
9002,605,0,1,0,0,2
9003,676,0,1,0,0,2
9004,708,2,2,0,0,2
9005,745,2,2,1,0,2
9006,661,2,1,0,0,1
9007,726,0,2,1,0,1
9008,475,0,1,1,0,2
9009,751,1,2,1,0,4
9010,645,1,2,0,0,4
9011,775,0,2,1,0,3
9012,540,0,2,0,0,3
9013,591,0,1,0,0,2
9014,596,2,1,1,0,4
9015,573,2,2,1,0,3
9016,577,2,1,1,0,1
9017,830,1,1,1,0,2
9018,663,0,3,1,0,4
9019,421,0,2,1,0,2
9020,718,2,2,0,0,2
9021,655,1,2,1,0,4
9022,712,0,2,1,0,1
9023,663,0,2,1,0,1
9024,640,0,2,1,0,3
9025,577,2,1,1,0,1
9026,546,2,1,0,0,2
9027,802,1,1,1,0,2
9028,590,0,1,0,0,3
9029,594,1,1,0,0,1
9030,577,2,1,0,0,4
9031,541,0,2,0,0,2
9032,781,0,2,0,0,1
9033,806,1,2,0,0,2
9034,723,1,1,1,0,3
9035,535,0,2,0,0,3
9036,768,0,1,1,0,2
9037,653,1,1,0,0,3
9038,803,1,1,0,0,3
9039,545,2,2,1,0,3
9040,581,1,1,1,0,2
9041,513,1,1,0,0,3
9042,731,0,1,0,0,1
9043,727,1,2,0,0,2
9044,560,2,1,0,0,3
9045,766,1,1,0,0,1
9046,630,1,1,1,0,1
9047,652,1,1,0,0,3
9048,729,1,2,0,0,2
9049,629,0,2,1,0,2
9050,667,1,2,0,0,2
9051,671,1,2,0,0,1
9052,768,1,1,0,0,3
9053,732,0,2,0,0,2
9054,546,0,2,1,0,1
9055,630,0,1,1,0,4
9056,765,1,2,1,0,3
9057,704,0,2,1,0,2
9058,470,2,1,1,0,3
9059,688,1,2,1,0,2
9060,685,0,3,1,0,2
9061,567,0,2,1,0,2
9062,720,2,2,0,0,4
9063,609,0,1,1,0,2
9064,521,1,1,1,0,3
9065,556,0,2,1,0,1
9066,662,1,2,1,0,1
9067,704,1,2,0,0,3
9068,750,0,2,0,0,2
9069,619,2,2,1,0,1
9070,468,2,1,0,0,1
9071,435,1,1,0,0,3
9072,529,0,2,0,0,3
9073,702,1,2,1,0,4
9074,608,0,2,1,0,3
9075,576,0,2,0,0,2
9076,666,0,1,1,0,1
9077,730,0,2,0,0,2
9078,647,1,1,1,0,4
9079,516,2,1,1,0,1
9080,711,0,2,1,0,4
9081,736,0,2,1,0,4
9082,768,0,2,0,0,2
9083,427,2,2,1,0,2
9084,686,2,1,0,0,3
9085,690,0,2,1,0,3
9086,647,2,2,0,0,1
9087,714,0,2,1,0,2
9088,736,1,1,1,0,2
9089,608,0,1,1,0,2
9090,809,0,1,0,0,2
9091,745,0,1,1,0,2
9092,781,0,1,1,0,2
9093,527,0,1,0,0,1
9094,595,1,1,0,0,1
9095,850,1,2,1,0,2
9096,569,0,1,0,0,2
9097,728,0,2,0,0,3
9098,473,1,2,1,0,1
9099,738,0,2,1,0,1
9100,659,0,2,1,0,2
9101,597,2,2,1,0,2
9102,445,1,1,1,0,4
9103,671,0,2,0,0,1
9104,656,2,1,0,0,2
9105,658,0,1,1,0,1
9106,698,1,3,0,0,4
9107,655,2,1,1,0,2
9108,772,2,1,1,0,3
9109,681,2,1,0,0,2
9110,688,1,2,0,0,1
9111,633,1,2,1,0,2
9112,735,0,1,1,0,4
9113,521,1,1,1,0,1
9114,541,0,2,0,0,2
9115,612,1,2,0,0,2
9116,562,0,2,0,0,4
9117,703,0,2,0,0,1
9118,710,2,2,1,0,1
9119,731,2,1,1,0,2
9120,703,2,1,1,0,4
9121,618,0,1,0,0,2
9122,689,0,2,1,0,1
9123,718,0,1,0,0,2
9124,608,0,2,0,0,2
9125,749,2,1,0,0,2
9126,753,2,2,1,0,4
